,close,high,low,open,symbol,volume,id,key,subkey,updated,changeOverTime,marketChangeOverTime,uOpen,uClose,uHigh,uLow,uVolume,fOpen,fClose,fHigh,fLow,fVolume,label,change,changePercent
2017-08-23,3.42,3.47,3.33,3.33,GNW,2784637,HISTORICAL_PRICES,GNW,,1606830572000,0.23021582733812956,0.23021582733812956,3.33,3.42,3.47,3.33,2784637,3.33,3.42,3.47,3.33,2784637,"Aug 23, 17",0.06999999999999984,0.0209
2017-08-24,3.49,3.495,3.38,3.45,GNW,2812124,HISTORICAL_PRICES,GNW,,1606830572000,0.2553956834532376,0.2553956834532376,3.45,3.49,3.495,3.38,2812124,3.45,3.49,3.495,3.38,2812124,"Aug 24, 17",0.07000000000000028,0.0205
2017-08-25,3.42,3.498,3.4,3.49,GNW,2277369,HISTORICAL_PRICES,GNW,,1606830572000,0.23021582733812956,0.23021582733812956,3.49,3.42,3.498,3.4,2277369,3.49,3.42,3.498,3.4,2277369,"Aug 25, 17",-0.07000000000000028,-0.0201
2017-08-28,3.41,3.47,3.39,3.42,GNW,1567973,HISTORICAL_PRICES,GNW,,1606830572000,0.22661870503597137,0.22661870503597137,3.42,3.41,3.47,3.39,1567973,3.42,3.41,3.47,3.39,1567973,"Aug 28, 17",-0.009999999999999787,-0.0029
2017-08-29,3.43,3.445,3.35,3.4,GNW,2346543,HISTORICAL_PRICES,GNW,,1606830572000,0.23381294964028793,0.23381294964028793,3.4,3.43,3.445,3.35,2346543,3.4,3.43,3.445,3.35,2346543,"Aug 29, 17",0.020000000000000018,0.0059
2017-08-30,3.43,3.455,3.39,3.41,GNW,2211013,HISTORICAL_PRICES,GNW,,1606830572000,0.23381294964028793,0.23381294964028793,3.41,3.43,3.455,3.39,2211013,3.41,3.43,3.455,3.39,2211013,"Aug 30, 17",0,0
2017-08-31,3.43,3.49,3.42,3.45,GNW,1846311,HISTORICAL_PRICES,GNW,,1606830572000,0.23381294964028793,0.23381294964028793,3.45,3.43,3.49,3.42,1846311,3.45,3.43,3.49,3.42,1846311,"Aug 31, 17",0,0
2017-09-01,3.51,3.51,3.42,3.45,GNW,1615067,HISTORICAL_PRICES,GNW,,1606830572000,0.262589928057554,0.262589928057554,3.45,3.51,3.51,3.42,1615067,3.45,3.51,3.51,3.42,1615067,"Sep 1, 17",0.07999999999999963,0.0233
2017-09-05,3.39,3.5247,3.38,3.48,GNW,4253327,HISTORICAL_PRICES,GNW,,1606830572000,0.2194244604316548,0.2194244604316548,3.48,3.39,3.5247,3.38,4253327,3.48,3.39,3.5247,3.38,4253327,"Sep 5, 17",-0.11999999999999966,-0.0342
2017-09-06,3.39,3.45,3.38,3.4,GNW,2487872,HISTORICAL_PRICES,GNW,,1606830572000,0.2194244604316548,0.2194244604316548,3.4,3.39,3.45,3.38,2487872,3.4,3.39,3.45,3.38,2487872,"Sep 6, 17",0,0
2017-09-07,3.43,3.45,3.36,3.4,GNW,3345727,HISTORICAL_PRICES,GNW,,1606830572000,0.23381294964028793,0.23381294964028793,3.4,3.43,3.45,3.36,3345727,3.4,3.43,3.45,3.36,3345727,"Sep 7, 17",0.040000000000000036,0.0118
2017-09-08,3.45,3.47,3.41,3.44,GNW,4356125,HISTORICAL_PRICES,GNW,,1606830572000,0.24100719424460446,0.24100719424460446,3.44,3.45,3.47,3.41,4356125,3.44,3.45,3.47,3.41,4356125,"Sep 8, 17",0.020000000000000018,0.0058
2017-09-11,3.68,3.76,3.49,3.49,GNW,9181742,HISTORICAL_PRICES,GNW,,1606830572000,0.32374100719424476,0.32374100719424476,3.49,3.68,3.76,3.49,9181742,3.49,3.68,3.76,3.49,9181742,"Sep 11, 17",0.22999999999999998,0.0667
